BĐS,Loại BĐS,Tỉnh/Thành phố,Quận/Huyện,Diện tích(m2),Phòng ngủ,Nhà vệ sinh,Giá (tỷ đồng),Triệu/m2,Thời gian(năm)
Bán villa 705.3m² thu nhập 200 triệu/tháng P. Trường Thọ - 80tr/m2,Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,705.3,6.0,6.0,57.0,80.8,2025
"Nhà phố lô góc 2 mặt tiền - 116m2 nở hậu tài lộc sát Phú Mỹ Hưng nhà đẹp ở ngay 16,9 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,116.0,5.0,5.0,16.9,145.7,2025
"Nhà 3 tầng, Phan Anh, giá 2,x tỷ. 2PN, hẻm xe tải",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,19.0,2.0,2.0,2.4,123.7,2025
Hẻm xe hơi 6m - 3 căn ra mặt tiền - 490 Nguyễn Tri Phương - Q10 - 5 tầng BTCT - kinh doanh Đỉnh,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 10,42.0,3.0,5.0,12.2,290.5,2025
"Chính chủ cần bán nhà đường 229 Tây Thạnh, DT 10mx28m, cấp 4, vị trí đẹp, xây cao tầng, văn phòng",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,280.0,5.0,4.0,26.8,95.7,2025
BÁN NHÀ 195 XÔ VIẾT NGHỆ TỈNH NGAY VÒNG XOAY HÀNG XANH PHƯỜNG 21 4X17M TRIỆT 3 LẦU VỊ TRÍ ĐẮC ĐỊA,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,70.0,4.0,4.0,14.5,207.1,2025
"Nhà đường thông ngay ngã tư ga, DT:5x12M, Lửng, 3Lầu, 4PN, Gara ô tô, Phòng xông hơi, giá 7,48 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,60.0,4.0,6.0,7.5,124.7,2025
"Xô Viết Nghệ Tĩnh - nhà đẹp giá tốt ngay cầu Thị Nghè, giáp Quận 1",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,52.0,5.0,1.0,6.2,120.2,2025
TÂN PHÚ - 4M x 17M 3 TẦNG- ĐƯỜNG NHỰA 8M THÔNG ĐẸP 6 tỷ 99,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,68.0,3.0,3.0,7.0,102.8,2025
"Mình bán nhà hẻm xe tải 6m đường Lê Trọng Tấn, diện tích 10mx20m vuông vức, KDC hiện hữu, ngay Aeon",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,200.0,2.0,2.0,15.0,75.0,2025
"Nhà 2 mặt tiền hẻm mới đẹp - thông Lê Quang Định - 65m2 - 3 tầng BTCT - sát mặt tiền - 7,x tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,65.0,4.0,3.0,7.5,115.4,2025
"Bán Nhà tại Hiệp Thành 43 giá 1,978 tỷ, 35m2, giá siêu hời",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,35.0,3.0,3.0,2.0,56.6,2025
Nhà mặt tiền thụt Bùi Đình Tuý 36m2 3 tầng BTCT chắc chắn thiết kế xịn - tặng nội thất,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,36.0,2.0,1.0,5.9,163.9,2025
Bán nhà 2 tầng hẻm 2.5m Phường Trường Thọ - 57m2 hoàn công - Giá 4.5 Tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,56.5,3.0,3.0,4.5,79.7,2025
HXT - nội thất gỗ cao cấp nhập từ Nga - thang máy - 6 tầng - chỉ 15 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,61.0,3.0,4.0,15.0,245.9,2025
"Hẻm nhựa 8m đường Bàu Cát 6.5x25m, cấp 4 đúc lửng. Vị trí bao đẹp có thể kinh doanh, giá 110 tr/m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,152.0,2.0,2.0,16.8,110.5,2025
Ngộp hẻm xe hơi - gần PMH - ngang khủng 6m - ngộp còn 5.9tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,79.0,2.0,1.0,5.9,74.7,2025
"Bán nhà 2 mặt tiền giáp Q1 đường Nguyễn Cửu Vân. P17. Bình Thạnh(4,5X18m)nhà đẹp nhỉnh 14 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,81.4,4.0,4.0,14.5,178.1,2025
"Bán nhà đẹp full nội thất, đường Bùi Đình Tuý, Phường 12, quận Bình Thạnh, giá 4,95 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,27.0,2.0,2.0,5.0,183.3,2025
"Mình cần bán nhà hẻm 12m đường Tây Thạnh, DT: 8.6mx20m, 3 lầu, gồm 24 phòng, đang cho thuê 55tr/th",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,172.0,24.0,24.0,14.5,84.3,2025
"Xe hơi ngủ nhà khu Bàu Cát - DT: 4 x 17.2m, 3 tầng nhà mới, giá: 9.8 tỷ LT",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,68.0,4.0,3.0,9.8,144.1,2025
"Bán nhà tiện xây mới Cao tầng Hẻm xe hơi gần ĐH Ngoại Thương, P26, Bình Thạnh(5x18m) chỉ 10.4 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,83.7,2.0,2.0,10.4,124.2,2025
"Bán nhà Phan Đăng Lưu, 40m2, gần Nơ Trăng Long, 5.x tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,40.0,5.0,2.0,5.9,147.5,2025
Ngộp: Bán gấp nhà sân vườn giá ngộp mặt tiền đường Thạnh Lộc và gần sông Sài Gòn,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,1.0,5.0,2.0,21.0,20548.0,2025
Nhà bán gần vòng xoay Cây Gõ - hẻm 4m Phú Thọ. DT: 4 x13m,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 11,52.0,4.0,5.0,6.5,125.0,2025
"Nhà 6x13,5 ,4 tầng, kế công viên Thuận Kiều, coopmat Phan Văn Hớn Trường Chinh Cầu Tham Lương",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,82.0,8.0,9.0,6.7,81.5,2025
"Hẻm xe tải Điện Biên Phủ, P15, Bình Thạnh - đang cho thuê 9tr/ tháng - 44m2 bán gấp chỉ 4.2 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,44.0,2.0,2.0,4.2,95.5,2025
Mặt tiền oto tránh đường Số 13 - Bình Trưng Tây - Q2 - 120m2,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 2,120.0,4.0,2.0,12.0,100.0,2025
"Giảm 600tr còn 8,9 tỷ, bán nhà HXH sát MT Nguyễn Kiệm Phú Nhuận, 5x12m (vuông vức, không lộ giới)",Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,56.4,3.0,4.0,8.9,157.8,2025
"Bán nhà phố góc 2 MT tại Cư xá Chu Văn An, Phường 26, Bình Thạnh, Giá bán 10,5 tỷ, DT: 81 m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,81.0,1.0,1.0,10.5,129.6,2025
Hot hot siêu hiếm ngã tư Hàng Xanh - vài bước hẻm xe tải - Đinh Bộ Lĩnh 38m2 chỉ 3.5 tỷ bán gấp,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,38.0,2.0,2.0,3.5,92.1,2025
"Bán nhà 3 tầng, hẻm ô tô 6m, Linh Đông, Thủ Đức, 113m2, giá 6.7 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,113.0,4.0,4.0,6.7,59.3,2025
"Nhà đẹp 4 tầng có thang máy vừa làm VP công ty vừa ở xe tải vào nhà DT 84m2, Lê Trọng Tấn, Tân Phú",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,84.0,4.0,4.0,8.4,100.0,2025
"SIÊU PHẨM NHÀ HXH 7 CHỖ NGUYỄN VĂN ĐẬU, BÌNH THẠNH - NHÀ MỚI HOÀN CÔNG ĐỦ, SÁT MẶT TIỀN ĐƯỜNG",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,68.0,5.0,5.0,7.9,116.2,2025
"Hàng hiếm tại Mã Lò, 2 phòng ngủ, 2vs, có sân thượng chỉ với 2,68 tỷ. A/C đã sở hữu căn nhà 35m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,35.0,2.0,2.0,2.7,76.6,2025
Khu nhà đẹp - nhà 4 tầng mới đẹp - DT: 4 x 15m - đường Nguyễn Thế Truyện p.TSN - Giá: 8.3 tỷ TL,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,60.0,4.0,4.0,8.3,138.3,2025
"4.9 tỷ Lê Quang Định, 48m2 hẻm ô tô thông, Bình Thạnh. BTCT hoàn công đủ bán gấp",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,48.0,2.0,2.0,4.9,102.1,2025
Hẻm xe hơi đường Nguyễn Hữu Tiến 4x16m 3.5 tấm nhà đẹp,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,64.0,1.0,1.0,7.6,118.8,2025
"Bán căn nhà duy nhất khu biệt thự công viên - Cư Xá Tự Do, P7, TB, DT: 6x20m, 4 tầng",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,120.0,7.0,1.0,23.5,195.8,2025
"Hẻm 10m - Đường Hoàng Hoa Thám, Bình Giã Ga T3 TSN - DT: 5 x 17m(90m2) - nhà 3 tầng - Giá: 12.9 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,90.0,4.0,4.0,12.9,143.3,2025
BÁN NHÀ 6 X 10M GẦN NGUYỄN DUY TRINH - NGUYỄN THỊ ĐỊNH - CHỢ GIỒNG ÔNG TỐ,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 2,60.0,2.0,2.0,5.0,83.2,2025
(Hiếm) diện tích đẹp: 5 x 14m - HXH đường Trương Công Định P. 14 Q. TB - trệt 2 lầu - 8.9 tỷ TL,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,70.0,4.0,4.0,8.9,127.1,2025
"Cần bán nhà ngay siêu thị Coop Mart Nguyễn Ảnh Thủ, 1 trệt 1 lầu, giá 998tr",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,22.8,2.0,2.0,1.0,43.9,2025
"Diện tích đẹp: 7 x 20m - nhà đẹp 3 tầng, góc 2 mặt thoáng - đường Bành Văn Trân P.7 Q.TB - 22 Tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,140.0,5.0,5.0,22.0,157.1,2025
Nhà 4 tầng mới đẹp hiện đại - Nguyễn Trọng Tuyển gần Phan Đình Phùng - DT: 4 x 16m - Giá: 9.9 Tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Phú Nhuận,60.0,4.0,4.0,9.9,165.0,2025
Bán CHDV - 6 tầng - có 17 phòng - thu nhập 60 - hẻm nhựa xe hơi - có thang máy,Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,89.0,1.0,1.0,11.5,129.2,2025
"Bán nhà hẻm 8m Hai bà trưng q3 , cách mặt tiền 15m , 6,2x14m (75m2) trệt 3 lầu , 13,5 tỷ tl",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 3,70.0,4.0,4.0,13.5,192.9,2025
"Bán dãy trọ 13 phòng 5*25m, trệt lửng lầu lửng, 4,9 tỷ, TL, hẻm 6m, Lê Văn Lương Nhà Bè, TN 16 tr/T",Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,125.0,13.0,13.0,4.9,39.2,2025
"Bán nhà mới xây 6 tầng - có thang máy, góc 2 mặt tiền đường 9m QL13 - cách sông 200m. SHR",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,72.7,6.0,7.0,11.9,163.7,2025
Nhà đẹp hẻm sang - 4 tầng hiện đại - Đường Nguyễn Thế Truyện P. TSN Q. TP - DT: 4 x 16m - Giá: 9 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,64.0,4.0,4.0,9.0,140.6,2025
Nhà đẹp hẻm sang - 4 tầng hiện đại - Đường Diệp Minh Châu P. TSN Q. TP - DT: 4 x 16m - giá: 9 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,64.0,4.0,4.0,9.0,140.6,2025
Bán nhà P5 gần các trường đại học HXH tận cửa 9P nguồn thu sẵn,Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,81.0,9.0,1.0,8.9,109.9,2025
"Bán CHDV 5 tầng - ngay gần Aeon Mall Tân Phú - ngang 11m, 200m2 vuông, hẻm xe hơi - hơn 14 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,200.0,1.0,1.0,14.7,73.5,2025
Nhà đẹp căn góc - hẻm xe hơi thông- DT đẹp : 4.8 x 15m - đường Tân Sơn Nhì Q.TP - Giá chỉ: 8.2 Tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,72.0,3.0,2.0,8.2,113.9,2025
"Bán nhà xinh, giá rẻ đường Dương Quảng Hàm - Phường 5 - Gò Vấp",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,28.0,2.0,2.0,4.0,141.1,2025
"Bán nhà riêng tại Lê Văn Khương, 938 triệu, 24m2, 2PN, 2WC giá cực chất",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,24.0,2.0,2.0,0.9,39.1,2025
Bán nhà giá rẻ Quận 12 chỉ 50m ra mặt tiền sổ hồng riêng 2 phòng ngủ rộng mua ở ngay,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,60.6,2.0,1.0,2.6,42.9,2025
"Bán nhà Gò vấp lô góc 2 mặt tiền HXT thông - kinh doanh tốt 4 tầng 4x12m, giá 6tỷ2",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,48.0,4.0,3.0,6.2,129.2,2025
Cần bán 4.2x9.2m nhà 3 tầng và 1 sân thượng,Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,38.4,5.0,3.0,8.5,221.3,2025
"7.35 tỷ, Lê Quang Định, 44m2, 4 tầng BTCT, 1 sẹc thẳng ra mặt tiền nhà đẹp ở ngay",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,44.0,1.0,1.0,7.3,167.1,2025
"Nhỉnh 7 tỷ nhà đẹp lung linh, HXH 7C, 4 tầng, DT 5x18m, Đường Số 8, TNP B, Quận 9",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,91.0,5.0,5.0,7.5,82.4,2025
Bán nhà SHR HXH Liên Khu 4-5 2 lầu 4PN giá cực tốt chỉ 5tỷ7 còn thương lượng,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,55.0,4.0,3.0,5.7,103.6,2025
"[HOT] Bán Nhà đẹp Nguyễn Xuân Khoát, Diện tích 6x 20, nở hậu tài lộc, 15.3 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,120.0,4.0,4.0,15.3,127.5,2025
"Bán nhà riêng tại Đường Nguyễn Hữu Tiến, Tân Phú, Hồ Chí Minh, 1,48 tỷ, 20 m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,20.0,2.0,2.0,1.5,74.0,2025
"Mặt tiền 10m, sát KDC Hồng Long, nhà 123m², 4 tầng đẹp, thông Vạn Phúc, thuận tiện ở và kinh doanh",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,123.0,4.0,5.0,14.0,113.8,2025
Bán nhà SHR 1lầu đúc BTCT 2PN ngay Nguyễn Văn Quá phường Đông Hưng Thuận Q12-giá chỉ 3tỷ180tr TL,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,29.0,2.0,2.0,3.2,109.7,2025
"Bán nhà ngay sát MT Nguyễn Khoái, Q4 GIÁ 3 tỉ 480 DT 65m2 nhà cho thuê shop đồ 9tr/th",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 4,65.0,3.0,2.0,3.5,53.2,2025
"Bán nhà đẹp 2 tầng 7*25m, HXH 6m, ô tô ngủ trong nhà, 6,8 tỷ, Lê Văn Lương, Nhà Bè, SHR",Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,175.0,3.0,3.0,6.8,38.9,2025
"Bán Nhà riêng 4PN, 4WC tại Phước Long B, Q9, HCM, giá ưu đãi 6,78 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,51.0,4.0,4.0,6.8,132.9,2025
"Bán gấp nhà riêng 5PN, 4WC, 49m2 giá tốt tại Lê Cảnh Tuân, Phú Thọ Hòa, Tân Phú, HCM",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,49.0,5.0,4.0,7.2,146.9,2025
"Bán nhà hẻm xe tải tránh Mã Lò, sổ vuông A4, 70m2 - 4.5x16 - 3 tầng, chỉ nhỉnh 6 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,70.0,4.0,4.0,6.5,92.9,2025
"Nhà Q. 12, rộng, rẻ, đẹp, Nguyễn Ảnh Thủ, hẻm 7m ô tô vào tận nhà. Giá chỉ 6,7tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,90.0,4.0,4.0,6.7,74.4,2025
"Bán nhà hẻm Lê Đức Thọ, Gò Vấp. Giá 9 tỷ TL gần trường tiểu học Lê Đức Thọ",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,80.0,1.0,1.0,9.0,112.5,2025
"Bán nhà hẻm xe hơi đường Nguyễn Văn Tạo, Xã Long Thới, Nhà Bè giá tốt",Nhà Đất Thổ Cư,Hồ Chí Minh,Nhà Bè,118.2,1.0,1.0,7.7,65.1,2025
"Bán nhà đường 102 thông 175 Tăng Nhơn Phú A, Quận 9",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,80.0,2.0,3.0,6.6,82.5,2025
"Nhà đẹp lung linh Đường Số 9, Linh Trung 102m2 2 tầng 3PN giá chỉ 5 tỷ xách vali vào ở ngay",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,102.0,3.0,1.0,5.0,49.0,2025
"Nhà 306/10A Đặng Thùy Trâm. 4x19m. Trệt 2 lầu ST.giá 9,6 tỷ. Hẻm thông 12m",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,76.0,4.0,5.0,9.6,126.3,2025
"Bán gấp nhà hẻm trung tâm Quận 1, giá hấp dẫn giảm sâu 12,8 tỷ, trệt, lầu, sân thượng",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 1,65.1,1.0,2.0,12.8,196.6,2025
"HẼM HAI Ô TÔ 4 CHỖ TRÁNH NHAU, LINH TRUNG, 100M 3 TẦNG 4PN GIÁ NHỈNH 8 TỶ XÁCH VALI VÀO Ở NGAY",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,100.0,4.0,1.0,8.0,80.0,2025
"SIÊU PHẨM HIẾM CÓ ĐƯỜNG SỐ 2, TRƯỜNG THỌ 51M 4 TẦNG 5PN GIÁ NHỈNH 6 TỶ",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,51.0,5.0,1.0,6.0,117.7,2025
"NHÀ THIẾT KẾ ĐẸP,QUỐC LỘ 1K, LINH XUÂN 100M2, 1 TRỆT 2 LẦU, 4PN, NHỈNH 7TỶ, HẼM XE TẢI TRÁNH NHAU",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,100.0,4.0,1.0,7.0,70.0,2025
"Bán nhà riêng gần trung tâm quận Tân Phú, HCM",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,20.0,2.0,2.0,1.4,72.5,2025
Bán nhà mặt tiền khu dân cư Vĩnh Lộc 84m2,Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,84.0,5.0,4.0,9.4,111.9,2025
"Nhà đường thông Bùi Văn Ngữ, DT:4x16m, lửng, 3lầu, 4PN, gara xe hơi, Sân thượng, hướng tây nam, Q12",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,64.0,4.0,6.0,7.5,117.2,2025
"Bán nhà riêng tại Liên khu 4-5, Bình Hưng Hòa B, Bình Tân, HCM, 5,6 tỷ, 56m2, giá tốt hàng hiếm",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Tân,56.0,4.0,3.0,5.6,100.0,2025
"Bán nhà HXH 8.5x13m đường Sư Vạn Hạnh, Q10 có HDT 70tr/tháng nhà 6 tầng giá bán nhanh 17.5 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 10,109.4,12.0,13.0,17.5,160.0,2025
Bán nhà 121m2 Đ6m sổ hồng gần uỷ ban P Phú Hữu Q9 giáp Q2 bao sang tên hổ trợ ngân hàng 0902 966 ***,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 9,121.0,2.0,2.0,5.0,41.3,2025
Cách siêu CC Galaxy 9 vài bước chân - hẻm như đường số - giá chỉ phân nửa,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 4,40.0,3.0,2.0,6.2,155.0,2025
"Nhà Có Ô Chờ Tháng đường TL 44, DT:4x17M, Trệt, 4Lầu, 6PN, 7VS, Sân thượng, hướng tây nam, 6 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,68.0,6.0,7.0,6.0,88.2,2025
"Nhà sát bên chợ Vườn Lài, DT:4x13M Trệt, 3 Lầu, 4PN, Sân thượng, hướng bắc, 5,6 tỷ, Lh 0967 813 ***",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,52.0,4.0,5.0,5.6,107.7,2025
"VỊ TRÍ VÀNG HXH NƠ TRANG LONG P7, BÌNH THẠNH - 48M2 CHỈ 5.6 TỶ PHẢI NHANH MỚI KỊP",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,48.0,3.0,3.0,5.6,116.7,2025
"CHÍNH CHỦ BÁN NHÀ HẺM VIP 19 BÙI HỮU NGHĨA, QUẬN 5 GIÁ TỐT KHÓ TIN!",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 5,65.0,3.0,4.0,13.5,207.7,2025
"Nhà có thang máy, MTKD đường TL 29, DT:4x18M, Lửng, 3Lầu, 4PN, Sân thượng, 8.7 tỷ, Lh 0967 813 ***",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,72.0,4.0,5.0,8.7,120.8,2025
HƠN 5 TỶ KHÁCH HẼM XE TẢI NÉ XE TĂNG - KHÔNG MUA NHÀ NÀY THÌ CÒN MUA NHÀ NÀO,Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 4,50.2,1.0,1.0,6.0,119.1,2025
MẶT TIỀN CHUẨN 4.5M SỔ VUÔNG ĐẸP NGAY EMART & ĐH VĂN LANG CHỈ ĐÚNG 7 TỶ! VỊ TRÍ TỐT BÁN NHANH,Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,85.0,3.0,3.0,7.0,82.3,2025
"Nhà đẹp trung tâm P. 7, Gò Vấp giá chỉ 3.95 tỷ - 44m2 hẻm 4m cực đẹp, Nguyễn Văn Nghi sầm uất",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,44.0,2.0,2.0,4.0,89.8,2025
"Khu vip ngay Cityland Nguyễn Văn Lượng hẻm xe hơi ngang lớn chỉ 8,9 tỷ Phường 16, Gò Vấp. 83m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,83.0,3.0,3.0,8.9,107.2,2025
"BÁN CĂN HỘ DỊCH VỤ THANG MÁY 6 TẦNG, 32 PHÒNG FULL NGAY CHỢ TÂN HƯƠNG, TÂN PHÚ. DÒNG TIỀN 120TR/TH",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Phú,140.0,32.0,33.0,20.5,146.4,2025
"Bán nhà giá rẻ cách MT Trần Phú 10m, Dt: 3.1x13m, 2 tầng và lửng. Giá: 4 tỷ 680. Lh: 0903 398 ***",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 5,32.8,3.0,3.0,4.7,142.7,2025
"Siêu phẩm Nguyên Hồng Gò Vấp - 64m2, P1. Nhà full mới đầy đủ nội thất chủ tl giá chỉ hơn 5 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,64.0,4.0,4.0,6.0,93.4,2025
"Bán nhà HXH Trần Khánh Dư, Q. 1, 4 x 11m, 4 tầng, có thang máy giá chỉ 14 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 1,43.0,1.0,1.0,14.0,325.6,2025
"Nhà đường thông Hà Huy Giáp, DT:4x25m, trệt, 3 lầu, sân ô tô, 4PN, phòng thờ, sân thượng, 6,55 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,100.0,4.0,5.0,6.5,65.5,2025
"Nhà sát bên công viên 12ha đường TX 25, DT:4x15M, Lửng, 3Lầu, 4PN, Gara ô tô, Sân thượng, 6.75 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 12,60.0,4.0,5.0,6.8,112.5,2025
"Bán gấp nhà hẻm xe hơi đẹp tại Nơ Trang Long, P12, Bình Thạnh, 5.5 tỷ, 53m2. Khu dân trí an ninh",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,53.0,3.0,2.0,5.5,103.8,2025
"Bán nhà riêng tại Đường Số 5, Bình Trưng Tây, Thủ Đức, 5,2 tỷ thương lượng, DT: 60m2",Nhà Đất Thổ Cư,Hồ Chí Minh,Thủ Đức,60.0,2.0,1.0,5.2,86.7,2025
"3 tầng BTCT hẻm xe hơi ngủ nhà Bạch Đằng, Bình Thạnh 80m2 - chỉ 9 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Bình Thạnh,80.0,3.0,3.0,9.0,112.5,2025
"Rãy trọ 12 phòng, DT:6x25m, mặt tiền Nguyễn Hữu Cầu, Xã Trung Chánh, ngay đoạn giao với Tô Ký",Nhà Đất Thổ Cư,Hồ Chí Minh,Hóc Môn,150.0,12.0,12.0,14.0,93.3,2025
Nhà mặt tiền giá hẻm - Nguyễn Văn Công 64m2 khu vip sân bay - an ninh - ô tô vào nhà. Chỉ 6 tỷ,Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,64.0,3.0,4.0,6.0,93.8,2025
"NHÀ HXH 8M, 100M2 4 TẦNG 5 PN - CỘNG HÒA, P13, TÂN BÌNH - CHỈ 11 TỶ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,100.0,5.0,5.0,11.0,110.0,2025
"NHÀ HẺM XE TẢI 8M PHƯỜNG TÂN KIỂNG, Q7 - DT4*16m - 3 TẦNG - CHỈ 9,29TỶ",Nhà Đất Thổ Cư,Hồ Chí Minh,Quận 7,64.0,3.0,4.0,9.3,145.2,2025
"Nhà HXH 100m2 4 tầng 4PN Phạm Văn Bạch, P. 15, Tân Bình, chỉ hơn 7 tỷ",Nhà Đất Thổ Cư,Hồ Chí Minh,Tân Bình,100.0,4.0,4.0,7.8,78.0,2025
"Bán nhà đẹp Phạm Văn Chiêu Gò Vấp hẻm xe hơi 45m2, hẻm nội bộ an ninh sạch sẽ chỉ 3.6 tỷ TL",Nhà Đất Thổ Cư,Hồ Chí Minh,Gò Vấp,45.0,3.0,3.0,3.6,80.0,2025
